Смартфону Honor V40 Pro приписывают загнутый экран и двойную селфи-камеру,https://3dnews.ru/1024839/smartfonu-honor-v40-pro-pripisivayut-zagnutiy-ekran-i-dvoynuyu-selfikameru
С выходом Xbox Series X компания Microsoft надеется потеснить Sony на домашнем рынке,https://3dnews.ru/1024841/s-vihodom-xbox-series-x-kompaniya-microsoft-nadeetsya-potesnit-sony-na-domashnem-rinke
Небольшие российские ДЗЗ-спутники помогут в поиске людей,https://3dnews.ru/1024838/nebolshie-rossiyskie-dzzsputniki-pomogut-v-poiske-lyudey
Суммарное разрешение камер смартфона Xiaomi Mi 11 окажется на уровне 200 млн пикселей,https://3dnews.ru/1024837/summarnoe-razreshenie-kamer-smartfona-xiaomi-mi-11-okagetsya-na-urovne-200-mln-pikseley
Virgin Galactic вскоре осуществит запуск корабля SpaceShipTwo из космопорта Spaceport America,https://3dnews.ru/1024836/virgin-galactic-vskore-osushchestvit-zapusk-korablya-spaceshiptwo-iz-kosmoporta-spaceport-america
"Новая статья: The Dark Pictures Anthology: Little Hope — маленький город, большие проблемы. Рецензия",https://3dnews.ru/1024639/the-dark-pictures-anthology-little-hope-review
На PS5 пока нельзя переместить игры с внутреннего SSD на USB-накопитель,https://3dnews.ru/1024834/na-ps5-poka-nelzya-peremestit-igri-s-vnutrennego-ssd-na-usbnakopitel
650 сотрудникам SEGA предложено уволиться из-за убытков в этом году,https://3dnews.ru/1024832/650-sotrudnikam-sega-predlogeno-uvolitsya-izza-ubitkov-v-etom-godu
Продажи GTA V упали после анонса версии для консолей следующего поколения,https://3dnews.ru/1024831/prodagi-gta-v-upali-posle-anonsa-versii-dlya-konsoley-sleduyushchego-pokoleniya
BioWare официально анонсировала Mass Effect Legendary Edition и следующую Mass Effect,https://3dnews.ru/1024830/bioware-ofitsialno-anonsirovala-mass-effect-legendary-edition-i-sleduyushchuyu-mass-effect
Спрос на радиокомпоненты для 5G заставил GlobalFoundries и Soitec заключить договор на поставку пластин RF-SOI,https://3dnews.ru/1024828/spros-ne-radiokomponenti-dlya-5g-zastavil-globalfoundries-i-soitec-zaklyuchit-dogovor-na-postavku-plastin-rfsoi
Видео: экспедиции и презентация техноманта в новых роликах шутера Outriders,https://3dnews.ru/1024829/video-ekspeditsii-i-prezentatsiya-tehnomanta-v-novih-rolikah-shutera-outriders
Sony поделилась 12 минутами игрового процесса переиздания Demon’s Souls на PS5,https://3dnews.ru/1024826/sony-podelilas-12-minutami-igrovogo-protsessa-pereizdaniya-demons-souls-na-ps5
"Apex Legends, Star Wars: Squadrons и другие: как игры EA будут работать на запуске некстгена",https://3dnews.ru/1024827/apex-legends-star-wars-squadrons-i-drugie-kak-igri-ea-budut-rabotat-na-zapuske-nekstgena
Монитор Philips Momentum 328M1R для Playstation 5 и Xbox Series X выйдет по цене €599,https://3dnews.ru/1024824/monitor-philips-momentum-328m1r-dlya-playstation-5-i-xbox-series-x-viydet-po-tsene-599
Растущая рекордными темпами Realme выпустит недорогой смартфон с чипом Snapdragon 460,https://3dnews.ru/1024821/rastushchaya-rekordnimi-tempami-realme-vipustit-nedorogoy-smartfon-s-chipom-snapdragon-460
Представлена Nokia Streaming Box 8000 — ТВ-приставка за €100 с поддержкой 4K,https://3dnews.ru/1024822/predstavlena-nokia-streaming-box-8000-tvpristavka-za-100-s-poddergkoy-4k
В серию мощных смартфонов OnePlus 9 войдут три модели,https://3dnews.ru/1024818/v-seriyu-moshchnih-smartfonov-oneplus-9-voydut-tri-modeli
"Новая статья: Gamesblender № 490: PS5 только в онлайн-магазинах, будущее Bethesda и космический гном Гейба Ньюэлла",https://3dnews.ru/1024817/gamesblender-490-ps5-tolko-v-onlaynmagazinah-budushchee-bethesda-i-kosmicheskiy-gnom-geyba-nyuella
NIO выпустила 100-кВт·ч аккумулятор для своих авто и уже разрабатывает 150-кВт·ч модель,https://3dnews.ru/1024816/nio-vipustila100kvtch-akkumulyator-dlya-svoih-avto-i-uge-razrabativaet-150kvtch-model
ASML не требуется экспортная лицензия для помощи Китаю в производстве 7-нм и даже 5-нм чипов,https://3dnews.ru/1024815/asml-ne-trebuetsya-eksportnaya-litsenziya-dlya-pomoshchi-kitayu-v-proizvodstve-7nm-i-dage-5nm-chipov
Скорое обновление шутера Spacelords включит поддержку 4K/60p на новых консолях,https://3dnews.ru/1024814/skoroe-obnovlenie-shutera-spacelords-vklyuchit-poddergku-4k60p-na-novih-konsolyah
